brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
AMD      , RYZEN 5 PRO 8640HS                                  , Desktop              , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 8640U                                   , LaptopSocket         , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 8645HS                                  , Desktop              , FP7                             ,               4.3 ,         6.0,          12.0,  45.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 9645                                    , DesktopSocket        , AM5                             ,               3.9 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 7 170                                         , Desktop              , FP7r2                           ,               3.2 ,         8.0,          16.0,  45.0 ,      2026.0, Q1 2026
AMD      , RYZEN 7 1700                                        , DesktopSocket        , AM4                             ,               3.4 ,         8.0,          16.0,  95.0 ,      2017.0, Q1 2017
AMD      , RYZEN 7 1700X                                       , DesktopSocket        , AM4                             ,               3.4 ,         8.0,          16.0,  95.0 ,      2017.0, Q1 2017
AMD      , RYZEN 7 1800X                                       , DesktopSocket        , AM4                             ,               3.6 ,         8.0,          16.0,  95.0 ,      2017.0, Q1 2017
AMD      , RYZEN 7 250                                         , DesktopSocket        , FP8                             ,               3.3 ,         8.0,          16.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 7 255                                         , LaptopSocket         ,                                 ,               3.3 ,         8.0,          16.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 7 260                                         , Desktop              ,                                 ,               3.8 ,         8.0,          16.0,  45.0 ,      2025.0, Q1 2025
AMD      , RYZEN 7 2700                                        , DesktopSocket        , AM4                             ,               3.7 ,         8.0,          16.0, 105.0 ,      2018.0, Q1 2018
AMD      , RYZEN 7 2700E                                       , DesktopSocket        , AM4                             ,               2.8 ,         8.0,          16.0,  45.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 2700U                                       , LaptopSocket         , FP5                             ,               2.2 ,         4.0,           8.0,  15.0 ,      2017.0, Q1 2017
AMD      , RYZEN 7 2700X                                       , DesktopSocket        , AM4                             ,               3.7 ,         8.0,          16.0, 105.0 ,      2018.0, Q1 2018
AMD      , RYZEN 7 2800H                                       , LaptopSocket         , FP5                             ,               3.3 ,         4.0,           8.0,  45.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 3700C                                       , Laptop               , FP5                             ,               2.3 ,         4.0,           8.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 3700U                                       , LaptopSocket         , FP5                             ,               2.3 ,         4.0,           8.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 3700X                                       , DesktopSocket        , AM4                             ,               3.6 ,         8.0,          16.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 3750H                                       , LaptopSocket         , FP5                             ,               2.3 ,         4.0,           8.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 3780U                                       , LaptopSocket         , FP5                             ,               2.3 ,         4.0,           8.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 7 3800X                                       , DesktopSocket        , AM4                             ,               3.9 ,         8.0,          16.0, 105.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 3800XT                                      , DesktopSocket        , AM4                             ,               3.9 ,         8.0,          16.0, 105.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4700G                                       , DesktopSocket        , AM4                             ,               3.6 ,         8.0,          16.0,  65.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4700GE                                      , DesktopSocket        , AM4                             ,               3.1 ,         8.0,          16.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4700U                                       , LaptopSocket         , FP6                             ,               2.0 ,         8.0,           8.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4800H                                       , LaptopSocket         , FP6                             ,               2.9 ,         8.0,          16.0,  45.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4800HS                                      , LaptopSocket         , FP6                             ,               2.9 ,         8.0,          16.0,  45.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4800U                                       , LaptopSocket         , FP6                             ,               1.8 ,         8.0,          16.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 7 4850U MOBILE                                , LaptopSocket         , FP6                             ,               1.7 ,         8.0,          16.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 4980U MICROSOFT SURFACE EDITION             , LaptopSocket         , FP6                             ,               2.0 ,         8.0,          16.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 5700                                        , DesktopSocket        , AM4                             ,               3.4 ,         8.0,          16.0,  65.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 5700G                                       , DesktopSocket        , AM4                             ,               3.8 ,         8.0,          16.0,  65.0 ,      2021.0, Q1 2021
AMD      , RYZEN 7 5700GE                                      , DesktopSocket        , AM4                             ,               3.2 ,         8.0,          16.0,  35.0 ,      2021.0, Q1 2021
AMD      , RYZEN 7 5700U                                       , LaptopSocket         , FP6                             ,               1.8 ,         8.0,          16.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 7 5700X                                       , DesktopSocket        , AM4                             ,               3.4 ,         8.0,          16.0,  65.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 5700X3D                                     , DesktopSocket        , AM4                             ,               3.0 ,         8.0,          16.0, 105.0 ,      2024.0, Q1 2024
AMD      , RYZEN 7 5800                                        , DesktopSocket        , AM4                             ,               3.4 ,         8.0,          16.0, 105.0 ,      2022.0, Q1 2022
AMD      , RYZEN 7 5800H                                       , LaptopSocket         , FP6                             ,               3.2 ,         8.0,          16.0,  45.0 ,      2021.0, Q1 2021
AMD      , RYZEN 7 5800HS                                      , LaptopSocket         , FP6                             ,               2.8 ,         8.0,          16.0,  35.0 ,      2021.0, Q1 2021
